MASV,HOTEN,PHAI,NGSINH,DCHI,DT,MACT,MANGANH,SOTCTL,DTBTL
SV1956,Đỗ Minh Hà Thùy,Nữ,2004-06-16,Đà Nẵng,0878542361,VP,CNTT,,
SV1957,Phạm Thị Kim Linh,Nữ,2002-12-05,Thái Bình,0694625948,CTTT,CNTT,,
SV1958,Võ Huy Tú Hưng,Nam,2004-06-08,Lai Châu,0844179996,CQ,CNTT,,
SV1959,Huỳnh Thị Kim Điền,Nam,2003-03-29,Long An,0614400883,CQ,CNTT,,
SV1960,Hoàng Minh Hà Duy,Nam,2002-03-22,Lâm Đồng,0547341232,VP,CNTT,,
SV1961,Bùi Thị Kim Thắng,Nữ,1999-07-07,Quảng Nam,0826798721,CQ,CNTT,,
SV1962,Hoàng Thị Kim Hương,Nam,2002-10-20,Hà Nội,0672531641,CLC,CNTT,,
SV1963,Đặng Phương Anh Tuấn,Nữ,2006-04-13,Thái Bình,0525345184,CQ,CNTT,,
SV1964,Lê Như Nam,Nữ,2000-05-19,Cao Bằng,0565130416,CLC,CNTT,,
SV1965,Nguyễn Hào Nam Hồng,Nam,2003-05-31,Cà Mau,0532825452,CQ,CNTT,,
SV1966,Đỗ Văn Huy Hòa,Nữ,2003-05-27,Kon Tum,0331994516,CTTT,CNTT,,
SV1967,Đỗ Tú Thắng,Nữ,2004-06-02,An Giang,0568894135,CTTT,CNTT,,
SV1968,Phạm Hào Nam Quỳnh,Nữ,2005-02-08,Bến Tre,0441245405,VP,CNTT,,
SV1969,Trần Đức Long Đức,Nam,2005-05-23,Vĩnh Phúc,0850189887,CTTT,CNTT,,
SV1970,Hoàng Quốc Việt Tú,Nữ,2002-05-28,Bình Phước,0378447932,CQ,CNTT,,
SV1971,Đỗ Minh Hà Thành,Nam,2002-03-02,Bình Thuận,0417630401,VP,CNTT,,
SV1972,Lê Thị Trường,Nữ,2003-10-31,Nghệ An,0880857871,CTTT,CNTT,,
SV1973,Phạm Thị Kim Tâm,Nam,2000-04-09,Bắc Giang,0554060709,CLC,CNTT,,
SV1974,Hoàng Huy Hưng,Nữ,1999-04-10,Đà Nẵng,0585429314,VP,CNTT,,
SV1975,Võ Thành Đức,Nữ,2001-07-07,Long An,0705867102,CTTT,CNTT,,
SV1976,Hoàng Thành Thúy,Nữ,2005-12-19,Đắk Lắk,0498980492,CLC,CNTT,,
SV1977,Trần Đức Ngân,Nam,2000-03-22,Hải Dương,0964677574,CQ,CNTT,,
SV1978,Đỗ Đức Long Diệu,Nữ,1998-10-02,Bà Rịa - Vũng Tàu,0387401668,CLC,CNTT,,
SV1979,Võ Huy Tú Minh,Nam,1999-01-12,Tuyên Quang,0450246307,CLC,CNTT,,
SV1980,Hoàng Phương Anh Đức,Nữ,2005-01-06,Kon Tum,0610977428,CTTT,CNTT,,
SV1981,Lê Thành Đức Ngân,Nữ,2003-02-17,Thừa Thiên Huế,0575050335,CLC,CNTT,,
SV1982,Lê Phương Anh Đạt,Nữ,1999-05-10,Quảng Ngãi,0566722918,VP,CNTT,,
SV1983,Hoàng Minh Duy,Nữ,2004-10-17,Phú Thọ,0826035859,CTTT,CNTT,,
SV1984,Võ Đức Long Tân,Nữ,1999-01-27,Cần Thơ,0780147852,CTTT,CNTT,,
SV1985,Bùi Tú Linh,Nữ,2005-07-27,TP. Hồ Chí Minh,0753667520,VP,CNTT,,
SV1986,Đỗ Minh Hà Anh,Nam,2004-07-09,Tây Ninh,0372082874,CQ,CNTT,,
SV1987,Võ Minh Thắng,Nữ,1998-11-08,Thái Bình,0554570172,CTTT,CNTT,,
SV1988,Hoàng Thị Kim Hòa,Nữ,2002-09-16,Đà Nẵng,0340812315,CQ,CNTT,,
SV1989,Phạm Minh Hải,Nam,1999-10-30,Điện Biên,0402645949,CTTT,CNTT,,
SV1990,Phạm Phương Anh Thành,Nữ,1999-03-09,Quảng Ninh,0997625257,CTTT,CNTT,,
SV1991,Nguyễn Phương Anh Trường,Nam,2005-08-11,Hải Phòng,0803030706,CQ,CNTT,,
SV1992,Hoàng Đức Long Thắng,Nữ,2001-08-12,Hải Phòng,0986475154,CQ,CNTT,,
SV1993,Trần Thành Ngân,Nam,2004-06-17,Lạng Sơn,0644787847,CLC,CNTT,,
SV1994,Bùi Thành Thúy,Nam,2001-10-17,Đồng Nai,0853570746,CLC,CNTT,,
SV1995,Huỳnh Phương Khải,Nữ,2003-06-24,Trà Vinh,0823319599,CLC,CNTT,,
SV1996,Trần Quốc Việt Thắm,Nữ,2003-08-01,Bạc Liêu,0811215791,CQ,CNTT,,
SV1997,Lê Huy Khải,Nam,2000-08-14,Bình Thuận,0810824046,CLC,CNTT,,
SV1998,Nguyễn Thị Kim Hà,Nữ,2006-04-16,Trà Vinh,0548863318,VP,CNTT,,
SV1999,Huỳnh Như Thúy,Nữ,2001-11-01,Điện Biên,0408194229,CLC,CNTT,,
SV2000,Bùi Thị Kim Lan,Nữ,2000-11-16,Vĩnh Phúc,0716180764,CLC,CNTT,,
SV2001,Hoàng Hào Nam Diệu,Nam,2005-06-22,Quảng Trị,0316571864,CTTT,CNTT,,
SV2002,Bùi Thành Thanh,Nữ,1999-04-27,Đắk Nông,0685648924,VP,CNTT,,
SV2003,Phạm Văn Tú,Nam,2000-07-14,Cà Mau,0642828176,CQ,CNTT,,
SV2004,Nguyễn Đức Long Thảo,Nữ,1999-08-17,Hải Dương,0900286413,CTTT,CNTT,,
SV2005,Bùi Quốc Việt Hà,Nữ,1998-11-01,Thừa Thiên Huế,0587002717,CQ,CNTT,,
SV2006,Hoàng Thị Kim Ngọc,Nam,2004-05-15,Bắc Kạn,0935589136,CLC,CNTT,,
SV2007,Phạm Tú Thanh,Nữ,1998-06-22,Hải Phòng,0955591450,CLC,CNTT,,
SV2008,Bùi Thị Kim Hà,Nữ,2003-09-06,Kon Tum,0974759722,CTTT,CNTT,,
SV2009,Huỳnh Như Hương,Nữ,2005-11-07,Hưng Yên,0553124094,CLC,CNTT,,
SV2010,Đỗ Hồng Hải,Nữ,2001-11-03,Vĩnh Long,0893053432,CQ,CNTT,,
SV2011,Phạm Văn Huy Thắng,Nam,1998-10-19,Cà Mau,0634836078,CTTT,CNTT,,
SV2012,Trần Minh Hà Phượng,Nữ,2000-08-19,Hải Phòng,0783273609,CQ,CNTT,,
SV2013,Võ Hồng Tuấn,Nữ,1999-07-21,Hà Giang,0727468500,CLC,CNTT,,
SV2014,Đỗ Thị Bảo,Nam,2002-07-12,Lai Châu,0488153224,VP,CNTT,,
SV2015,Phạm Thành Đức Bảo,Nữ,2004-06-24,An Giang,0529915010,VP,CNTT,,
SV2016,Trần Minh Hà Hiếu,Nam,2004-06-19,Hòa Bình,0963910892,CLC,CNTT,,
SV2017,Võ Minh Nguyệt,Nữ,2000-12-20,Hưng Yên,0810289737,CLC,CNTT,,
SV2018,Trần Thị Trang,Nữ,2005-03-23,Đồng Nai,0784672250,CLC,CNTT,,
SV2019,Bùi Thị Trường,Nam,2003-01-30,Bình Phước,0836307780,CTTT,CNTT,,
SV2020,Hoàng Phương Duy,Nam,2001-10-24,Trà Vinh,0962238152,VP,CNTT,,
SV2021,Hoàng Tú Quân Thanh,Nam,2002-06-05,Hải Dương,0516663803,CQ,CNTT,,
SV2022,Trần Tú Khánh,Nữ,1999-05-20,Long An,0526672394,CLC,CNTT,,
SV2023,Hoàng Đức Long Đạt,Nam,2006-02-11,Quảng Ngãi,0369115619,CQ,CNTT,,
SV2024,Đặng Thành Hoàng,Nữ,2006-04-03,Thái Bình,0825444494,CQ,CNTT,,
SV2025,Đặng Quốc Việt Hải,Nữ,2005-12-25,Vĩnh Long,0303353792,VP,CNTT,,
SV2026,Hoàng Tú Quân Đạt,Nam,2001-12-05,Bình Phước,0649567491,CLC,CNTT,,
SV2027,Bùi Thành Ngân,Nam,2004-03-23,Lạng Sơn,0506100480,CTTT,CNTT,,
SV2028,Lê Thành Phúc,Nữ,2005-07-19,Hải Phòng,0762012227,VP,CNTT,,
SV2029,Nguyễn Huy Điền,Nam,2001-01-21,Hải Phòng,0351505850,VP,CNTT,,
SV2030,Trần Minh Phượng,Nam,2001-11-24,Đắk Nông,0936965220,CLC,CNTT,,
SV2031,Đặng Thị Kim Tú,Nam,2004-01-05,Quảng Ninh,0427980713,CTTT,CNTT,,
SV2032,Lê Hồng Thúy,Nữ,2003-10-06,Lâm Đồng,0675120277,CQ,CNTT,,
SV2033,Đỗ Văn Hương,Nữ,2006-06-01,Tuyên Quang,0508036596,CQ,CNTT,,
SV2034,Đỗ Văn Huy Hiếu,Nữ,2001-09-02,Lạng Sơn,0363746722,CTTT,CNTT,,
SV2035,Đặng Huy Tú Nguyệt,Nam,2002-10-16,Long An,0913283975,CQ,CNTT,,
SV2036,Lê Quốc Việt Đạt,Nam,2000-08-23,Hòa Bình,0334048112,VP,CNTT,,
SV2037,Hoàng Thị Kim Hồng,Nữ,2003-05-03,Kiên Giang,0901536320,VP,CNTT,,
SV2038,Hoàng Huy Linh,Nam,2001-11-27,Sơn La,0848472294,VP,CNTT,,
SV2039,Võ Hồng Thanh,Nữ,2004-08-16,Hà Nam,0527427925,CTTT,CNTT,,
SV2040,Đặng Quốc Việt Linh,Nam,2001-08-15,Hà Nam,0599051797,CQ,CNTT,,
SV2041,Trần Hồng Ngọc,Nam,1999-08-24,Hà Giang,0595596941,CTTT,CNTT,,
SV2042,Bùi Như Trường,Nữ,2004-04-20,Cà Mau,0823651415,VP,CNTT,,
SV2043,Hoàng Như Tâm,Nữ,2002-06-17,Hà Tĩnh,0378408463,CLC,CNTT,,
SV2044,Võ Phương Anh Duy,Nữ,2003-03-03,Cà Mau,0328439434,CQ,CNTT,,
SV2045,Lê Thị Kim Quang,Nữ,2005-04-27,TP. Hồ Chí Minh,0444600411,CQ,CNTT,,
SV2046,Lê Đức Long Phương,Nam,2001-02-01,Trà Vinh,0884507044,VP,CNTT,,
SV2047,Hoàng Hồng Phương,Nam,1999-05-28,Đà Nẵng,0428217231,VP,CNTT,,
SV2048,Huỳnh Huy Ngân,Nam,2002-02-15,Hưng Yên,0959119921,CLC,CNTT,,
SV2049,Phạm Hào Nam Minh,Nữ,2006-05-12,Bến Tre,0913606798,CQ,CNTT,,
SV2050,Trần Minh Hà Thảo,Nam,2000-10-19,Hà Tĩnh,0929424443,VP,CNTT,,
SV2051,Hoàng Huy Tú Quỳnh,Nữ,2003-02-24,Bình Phước,0937125838,CLC,CNTT,,
SV2052,Võ Đức Phượng,Nữ,1999-07-08,Kon Tum,0828765195,CTTT,CNTT,,
SV2053,Phạm Tú Quân Phong,Nam,2005-08-27,Quảng Trị,0830551010,VP,CNTT,,
SV2054,Nguyễn Hào Nam Hoàng,Nữ,1999-12-22,Lâm Đồng,0618094753,CQ,CNTT,,
SV2055,Đỗ Thành Đức Phượng,Nữ,1998-11-14,Hà Nam,0502025108,CLC,CNTT,,
SV2056,Trần Thị Thúy,Nữ,2005-02-18,Quảng Ninh,0699275092,CTTT,CNTT,,
SV2057,Phạm Thị Kim Bảo,Nữ,1998-07-01,Đồng Nai,0618226855,CTTT,CNTT,,
SV2058,Đỗ Huy Tuấn,Nam,2002-07-28,Sơn La,0601042546,CQ,CNTT,,
SV2059,Hoàng Như Thùy,Nữ,2000-01-31,Kon Tum,0384418993,CTTT,CNTT,,
SV2060,Trần Phương Thắng,Nam,2005-11-27,Hà Nam,0950944501,CTTT,CNTT,,
SV2061,Võ Minh Hà Thành,Nữ,2000-02-26,Quảng Ngãi,0555805410,CQ,CNTT,,
SV2062,Trần Đức Long Mai,Nam,2005-07-02,Bình Dương,0902188454,CTTT,CNTT,,
SV2063,Hoàng Tú Quân Nam,Nữ,2000-09-10,Lạng Sơn,0523681455,VP,CNTT,,
SV2064,Võ Minh Thùy,Nam,1998-07-03,Hải Phòng,0532256510,CQ,CNTT,,
SV2065,Phạm Như Thắng,Nữ,1999-08-07,Bình Phước,0971761809,CTTT,CNTT,,
SV2066,Huỳnh Tú Quân Đạt,Nữ,2002-06-11,Lai Châu,0372943876,VP,CNTT,,
SV2067,Võ Hào Nam Thanh,Nam,2002-11-08,Hậu Giang,0899227410,VP,CNTT,,
SV2068,Huỳnh Thành Nam,Nam,2006-06-07,Vĩnh Long,0838907815,CLC,CNTT,,
SV2069,Huỳnh Quốc Việt Lan,Nam,1999-10-04,Ninh Bình,0744684231,VP,CNTT,,
SV2070,Bùi Như Trang,Nam,2002-02-27,Lâm Đồng,0454783702,CLC,CNTT,,
SV2071,Trần Minh Hà Quang,Nam,1998-07-23,Kon Tum,0605089707,CTTT,CNTT,,
SV2072,Võ Thành Đức Nguyệt,Nam,2001-06-23,Hà Giang,0335159321,CQ,CNTT,,
SV2073,Bùi Thành Đức Thúy,Nữ,1999-07-04,Lai Châu,0865420686,CLC,CNTT,,
SV2074,Hoàng Đức Thanh,Nam,2000-02-26,Trà Vinh,0692106383,CTTT,CNTT,,
SV2075,Hoàng Văn Huy Nguyệt,Nữ,1998-12-19,Bình Phước,0990187140,CTTT,CNTT,,
SV2076,Hoàng Minh Phượng,Nữ,2005-08-10,Bình Thuận,0469856837,CQ,CNTT,,
SV2077,Nguyễn Tú Quân Ngân,Nữ,2002-11-30,Lào Cai,0965303110,VP,CNTT,,
SV2078,Huỳnh Phương Đức,Nam,2000-12-04,Hưng Yên,0439635137,VP,CNTT,,
SV2079,Huỳnh Thị Hưng,Nữ,2003-04-24,Quảng Ngãi,0801194238,CTTT,CNTT,,
SV2080,Trần Huy Thúy,Nữ,1998-09-07,Thái Nguyên,0364700985,VP,CNTT,,
SV2081,Đỗ Văn Hiếu,Nữ,2004-09-26,Kiên Giang,0347741974,CTTT,CNTT,,
SV2082,Hoàng Hồng Bảo,Nam,2004-10-07,Bắc Ninh,0676408617,VP,CNTT,,
SV2083,Trần Thành Đức Lan,Nữ,2003-10-30,Hà Nam,0851369474,CLC,CNTT,,
SV2084,Hoàng Văn Huy Phượng,Nữ,2006-04-23,Bến Tre,0326743171,VP,CNTT,,
SV2085,Nguyễn Phương Anh Minh,Nam,2001-10-14,Quảng Ninh,0701486193,CTTT,CNTT,,
SV2086,Đặng Tú Quân Hưng,Nữ,2000-08-07,Phú Thọ,0438066278,CQ,CNTT,,
SV2087,Hoàng Quốc Việt Đức,Nam,1999-10-01,Khánh Hòa,0333686251,CQ,CNTT,,
SV2088,Phạm Như Mai,Nữ,1998-10-24,Bình Phước,0514680019,CQ,CNTT,,
SV2089,Nguyễn Tú Quân Hải,Nam,2001-07-22,Kiên Giang,0471949809,CTTT,CNTT,,
SV2090,Bùi Tú Lan,Nữ,2002-11-20,Nghệ An,0329535873,CQ,CNTT,,
SV2091,Đỗ Minh Bình,Nam,2000-07-16,Thừa Thiên Huế,0574838610,CTTT,CNTT,,
SV2092,Huỳnh Đức Trang,Nữ,2003-07-18,Ninh Bình,0337368490,CLC,CNTT,,
SV2093,Bùi Phương Anh Phương,Nữ,2000-01-06,Thái Nguyên,0768676165,CQ,CNTT,,
SV2094,Hoàng Đức Khải,Nam,2006-01-03,Nghệ An,0740711370,CQ,CNTT,,
SV2095,Phạm Huy Khải,Nam,2002-03-01,Thái Nguyên,0411326336,VP,CNTT,,
SV2096,Hoàng Văn Thắng,Nữ,2003-03-28,Bắc Kạn,0972934983,CQ,CNTT,,
SV2097,Đỗ Thành Đức Hưng,Nữ,2004-09-11,Bắc Giang,0323677485,CQ,CNTT,,
SV2098,Nguyễn Văn Huy Trường,Nữ,1998-11-25,Cao Bằng,0807284943,VP,CNTT,,
SV2099,Huỳnh Phương Hoàng,Nam,2005-06-12,Cà Mau,0490596672,CLC,CNTT,,
SV2100,Hoàng Phương Thúy,Nam,2002-05-16,Bến Tre,0853882072,VP,CNTT,,
SV2101,Nguyễn Huy Tú Phong,Nam,2003-08-24,Tuyên Quang,0675827724,CQ,CNTT,,
SV2102,Đặng Thị Khải,Nữ,2005-03-13,Nam Định,0698204020,CTTT,CNTT,,
SV2103,Bùi Quốc Việt Khải,Nam,2000-10-22,Bắc Ninh,0843845322,CLC,CNTT,,
SV2104,Hoàng Như Đức,Nam,1999-04-22,Tiền Giang,0436981700,CLC,CNTT,,
SV2105,Trần Minh Hà Thúy,Nữ,2005-11-21,Lạng Sơn,0458614261,CTTT,CNTT,,
SV2106,Nguyễn Phương Thanh,Nam,1999-06-19,Bạc Liêu,0469166288,CLC,CNTT,,
SV2107,Hoàng Minh Hà Dương,Nữ,2004-03-05,Quảng Ngãi,0817193255,VP,CNTT,,
SV2108,Huỳnh Như Tâm,Nam,1998-11-30,Bà Rịa - Vũng Tàu,0901000422,CLC,CNTT,,
SV2109,Lê Tú Bảo,Nam,2003-12-07,Bắc Giang,0819535871,VP,CNTT,,
SV2110,Huỳnh Minh Thắng,Nam,2001-03-21,Phú Yên,0771573385,CQ,CNTT,,
SV2111,Phạm Văn Hòa,Nữ,2004-02-06,Ninh Bình,0466899723,VP,CNTT,,
SV2112,Võ Thành Minh,Nam,2003-05-20,Điện Biên,0610341206,VP,CNTT,,
SV2113,Đặng Hào Nam Hương,Nữ,1999-03-04,Hưng Yên,0993575119,CQ,CNTT,,
SV2114,Đặng Văn Hòa,Nữ,2003-09-03,Lào Cai,0600695992,CTTT,CNTT,,
SV2115,Huỳnh Thành Đức Phượng,Nam,2004-06-15,Ninh Bình,0782382910,CLC,CNTT,,
SV2116,Lê Văn Thúy,Nam,2004-03-28,Ninh Bình,0533822003,CQ,CNTT,,
SV2117,Võ Thành Tâm,Nữ,1999-02-04,Ninh Bình,0326193373,VP,CNTT,,
SV2118,Võ Hồng Hương,Nữ,1999-09-27,Bắc Giang,0719958474,CQ,CNTT,,
SV2119,Huỳnh Tú Đức,Nam,1998-11-08,Trà Vinh,0738477132,CLC,CNTT,,
SV2120,Phạm Quốc Việt Tâm,Nữ,1998-12-02,Long An,0516366515,VP,CNTT,,
SV2121,Trần Quốc Việt Diệu,Nữ,2005-05-31,Lâm Đồng,0821379317,VP,CNTT,,
SV2122,Lê Hào Nam Minh,Nữ,1999-12-21,Trà Vinh,0390308163,CLC,CNTT,,
SV2123,Trần Huy Tú Anh,Nữ,2001-01-09,Nghệ An,0897908140,CTTT,CNTT,,
SV2124,Nguyễn Thành Đức Đức,Nữ,2000-05-09,Yên Bái,0745453027,VP,CNTT,,
SV2125,Nguyễn Quốc Việt Đức,Nữ,2000-12-19,Cần Thơ,0902452686,CTTT,CNTT,,
SV2126,Bùi Văn Huy Phong,Nữ,2003-04-08,Lai Châu,0597256222,CLC,CNTT,,
SV2127,Đỗ Đức Long Đức,Nữ,2002-10-18,Quảng Ngãi,0712525443,CTTT,CNTT,,
SV2128,Đặng Hào Nam Phúc,Nam,2003-09-12,Bà Rịa - Vũng Tàu,0747048941,VP,CNTT,,
SV2129,Hoàng Phương Anh Đức,Nam,2003-07-09,Kon Tum,0679323052,CTTT,CNTT,,
SV2130,Bùi Phương Anh Đức,Nữ,2005-01-02,Tuyên Quang,0527192127,VP,CNTT,,
SV2131,Huỳnh Đức Thành,Nam,2002-08-04,Phú Thọ,0879690307,CQ,CNTT,,
SV2132,Hoàng Phương Anh Khải,Nam,2006-03-23,Hà Giang,0405790616,CTTT,CNTT,,
SV2133,Hoàng Văn Huy Tú,Nam,2001-10-06,Hưng Yên,0805898964,CTTT,CNTT,,
SV2134,Đặng Văn Huy Nam,Nam,2001-08-02,Hà Nội,0408005392,CLC,CNTT,,
SV2135,Huỳnh Minh Hà Tú,Nữ,2004-05-07,Long An,0509688024,CQ,CNTT,,
SV2136,Hoàng Hào Nam Lan,Nam,1999-04-01,Hải Dương,0705036863,VP,CNTT,,
SV2137,Nguyễn Tú Quang,Nam,2002-02-12,Tuyên Quang,0796863340,CTTT,CNTT,,
SV2138,Hoàng Như Hiếu,Nam,2000-08-08,Lâm Đồng,0960890114,CQ,CNTT,,
SV2139,Hoàng Minh Nam,Nữ,2005-05-19,Quảng Ngãi,0867395199,CTTT,CNTT,,
SV2140,Phạm Tú Thanh,Nam,1999-11-22,Tây Ninh,0490452511,CTTT,CNTT,,
SV2141,Phạm Như Trúc,Nữ,2003-10-02,Đà Nẵng,0904682404,VP,CNTT,,
SV2142,Võ Minh Hà Phong,Nữ,1999-10-29,Hà Nam,0545334330,VP,CNTT,,
SV2143,Nguyễn Quốc Việt Thanh,Nam,2002-11-19,Thừa Thiên Huế,0803520463,VP,CNTT,,
SV2144,Hoàng Đức Thúy,Nữ,1998-10-16,Thanh Hóa,0503537631,VP,CNTT,,
SV2145,Võ Văn Tuấn,Nữ,2005-05-06,Thừa Thiên Huế,0770398581,CQ,CNTT,,
SV2146,Trần Văn Huy Anh,Nam,2004-05-01,Vĩnh Long,0307689411,CQ,CNTT,,
SV2147,Nguyễn Thị Kim Tuấn,Nữ,2000-01-23,Cần Thơ,0847325046,CTTT,CNTT,,
SV2148,Trần Phương Hà,Nữ,2004-03-22,Bắc Kạn,0402299953,VP,CNTT,,
SV2149,Huỳnh Quốc Việt Hà,Nam,2002-05-04,Kon Tum,0741870272,CLC,CNTT,,
SV2150,Trần Minh Hà Linh,Nam,1998-12-04,Đắk Lắk,0411348017,VP,CNTT,,
SV2151,Lê Minh Thắng,Nữ,1998-11-14,Hòa Bình,0686651239,CQ,CNTT,,
SV2152,Phạm Tú Quỳnh,Nam,2001-12-31,Bình Dương,0356048487,CTTT,CNTT,,
SV2153,Nguyễn Minh Hà Thắng,Nữ,2003-11-24,Gia Lai,0942166529,CLC,CNTT,,
SV2154,Hoàng Văn Huy Tân,Nam,2003-10-28,Lạng Sơn,0835138635,CTTT,CNTT,,
SV2155,Đặng Huy Thắng,Nữ,2003-05-16,Hưng Yên,0687465528,CLC,CNTT,,
SV2156,Hoàng Văn Huy Đức,Nữ,2004-03-17,TP. Hồ Chí Minh,0777109405,CTTT,CNTT,,
SV2157,Hoàng Minh Điền,Nữ,2006-02-27,Gia Lai,0460234905,CTTT,CNTT,,
SV2158,Đỗ Văn Huy Nguyệt,Nữ,2004-11-23,Lâm Đồng,0876428610,CLC,CNTT,,
SV2159,Huỳnh Thành Đức Hòa,Nữ,1999-09-28,Đà Nẵng,0456388754,CLC,CNTT,,
SV2160,Huỳnh Phương Anh Phượng,Nam,2001-11-27,Thái Bình,0672888534,CQ,CNTT,,
SV2161,Võ Phương Anh Hưng,Nam,2005-10-11,Lạng Sơn,0764728638,CTTT,CNTT,,
SV2162,Nguyễn Phương Anh Bảo,Nam,2005-08-31,Thanh Hóa,0828630787,CTTT,CNTT,,
SV2163,Trần Minh Hà Phương,Nam,2005-06-15,Hà Nội,0768533960,CLC,CNTT,,
SV2164,Hoàng Quốc Việt Thắm,Nam,2003-06-11,Tiền Giang,0387507407,CTTT,CNTT,,
SV2165,Đỗ Minh Duy,Nam,1999-02-18,Bà Rịa - Vũng Tàu,0489014538,CTTT,CNTT,,
SV2166,Bùi Tú Quân Minh,Nữ,2005-07-19,Đồng Nai,0867407750,CLC,CNTT,,
SV2167,Đặng Tú Quân Hải,Nữ,2000-06-18,Vĩnh Long,0789590480,CTTT,CNTT,,
SV2168,Huỳnh Phương Thảo,Nữ,2002-02-08,Nghệ An,0822640028,CQ,CNTT,,
SV2169,Trần Phương Khánh,Nam,2004-01-31,Long An,0415955618,VP,CNTT,,
SV2170,Lê Như Thảo,Nữ,2001-11-11,Phú Yên,0680997711,CLC,CNTT,,
SV2171,Hoàng Thị Thanh,Nam,2003-09-17,Bắc Kạn,0816965237,CQ,CNTT,,
SV2172,Trần Thị Kim Thắm,Nữ,2001-07-16,Hà Giang,0620591002,CLC,CNTT,,
SV2173,Bùi Như Điền,Nữ,1998-06-25,Trà Vinh,0690468981,CLC,CNTT,,
SV2174,Phạm Huy Tú Mai,Nữ,1999-01-29,Lào Cai,0388062377,CLC,CNTT,,
SV2175,Bùi Hào Nam Phượng,Nữ,2006-05-20,Hậu Giang,0842100579,CTTT,CNTT,,
SV2176,Hoàng Quốc Việt Phúc,Nữ,2005-10-08,Đà Nẵng,0827705330,VP,CNTT,,
SV2177,Trần Tú Quang,Nam,2001-09-10,Sơn La,0741093005,CQ,CNTT,,
SV2178,Bùi Hào Nam Hải,Nữ,2006-05-27,Hà Nội,0652338168,CLC,CNTT,,
SV2179,Huỳnh Như Minh,Nữ,2005-09-25,Hà Nam,0860599397,CQ,CNTT,,
SV2180,Đặng Minh Hà Phương,Nam,2005-10-13,Long An,0600975281,CLC,CNTT,,
SV2181,Đỗ Phương Đức,Nam,2002-09-03,Lạng Sơn,0624832766,CQ,CNTT,,
SV2182,Huỳnh Đức Hoàng,Nữ,2005-06-16,Gia Lai,0637058515,CTTT,CNTT,,
SV2183,Trần Phương Anh Thảo,Nam,2001-06-09,Bắc Giang,0413526312,CQ,CNTT,,
SV2184,Huỳnh Thành Đức Hiếu,Nam,2000-04-15,Kiên Giang,0631869883,CQ,CNTT,,
SV2185,Võ Minh Hà Phương,Nam,2000-03-19,Hải Dương,0743367986,CLC,CNTT,,
SV2186,Hoàng Như Tuấn,Nam,2004-12-02,Lai Châu,0313235073,CTTT,CNTT,,
SV2187,Bùi Văn Huy Tú,Nam,2001-01-26,Hải Phòng,0529663753,VP,CNTT,,
SV2188,Đỗ Văn Đạt,Nam,2006-06-12,Trà Vinh,0485607773,CTTT,CNTT,,
SV2189,Lê Văn Mai,Nữ,2002-01-30,Kon Tum,0678000166,CQ,CNTT,,
SV2190,Nguyễn Hồng Phượng,Nam,1999-10-01,Cần Thơ,0755866984,CQ,CNTT,,
SV2191,Phạm Quốc Việt Thắm,Nam,1999-01-10,Lai Châu,0554411746,CLC,CNTT,,
SV2192,Hoàng Như Tuấn,Nam,2003-02-01,Hà Giang,0912059685,CQ,CNTT,,
SV2193,Trần Văn Huy Trang,Nữ,2001-05-06,Lâm Đồng,0490625383,CLC,CNTT,,
SV2194,Đỗ Hào Nam Hưng,Nam,1999-10-03,Bắc Giang,0824255460,VP,CNTT,,
SV2195,Đặng Huy Tú Diệu,Nam,2003-06-26,Hậu Giang,0514205229,VP,CNTT,,
SV2196,Bùi Tú Hiếu,Nam,2005-11-19,Vĩnh Phúc,0919863505,CQ,CNTT,,
SV2197,Trần Huy Tú Minh,Nam,1999-09-07,Đắk Nông,0540260736,CLC,CNTT,,
SV2198,Hoàng Văn Huy Thúy,Nữ,2006-04-17,Bình Định,0324154570,CTTT,CNTT,,
SV2199,Bùi Minh Hà Nam,Nữ,2004-05-15,Bình Dương,0890583874,CTTT,CNTT,,
SV2200,Nguyễn Hào Nam Khải,Nữ,2001-04-20,Bình Phước,0911300099,CLC,CNTT,,
SV2201,Bùi Thành Đức Bảo,Nam,1999-12-28,Cao Bằng,0833068167,CLC,CNTT,,
SV2202,Huỳnh Tú Quân Anh,Nữ,1998-09-07,Hà Tĩnh,0415830677,CQ,CNTT,,
SV2203,Đặng Thành Đức Duy,Nữ,2002-02-08,Quảng Nam,0507807795,CTTT,CNTT,,
SV2204,Trần Văn Huy Thùy,Nam,2000-12-06,Bến Tre,0697176634,VP,CNTT,,
SV2205,Lê Tú Quân Đức,Nữ,2001-10-04,Đồng Tháp,0448294634,CTTT,CNTT,,
SV2206,Đỗ Hồng Nam,Nữ,2003-10-15,Lào Cai,0325747682,CQ,CNTT,,
SV2207,Trần Thành Đức Thúy,Nữ,2003-11-11,Hà Tĩnh,0531639102,CQ,CNTT,,
SV2208,Huỳnh Minh Hà Lan,Nữ,1999-03-12,Kon Tum,0525445233,CTTT,CNTT,,
SV2209,Bùi Phương Anh Thanh,Nữ,2005-11-25,Bình Dương,0398132450,CQ,CNTT,,
SV2210,Đặng Quốc Việt Nguyệt,Nữ,2000-12-13,Khánh Hòa,0700531057,CQ,CNTT,,
SV2211,Nguyễn Tú Quân Thắm,Nữ,2003-01-15,Tiền Giang,0544358225,CTTT,CNTT,,
